id,organization_id,program_id,name,alternate_name,description,url,email,status,interpretation_services,application_process,wait_time,fees,accreditations,licenses,taxonomy_ids
60,10724,,"General Counseling Services",,"An outpatient behavioral health clinic that provides psychiatric and psychotherapeutic services. Provides services to patients of varying ages that may have a wide range of behavioral health concerns, including (but not limited to) depression, anxiety, bipolar disorder, trauma, psychosis, and childhood disorders.",,,inactive,,"Self and doctor referrals accepted. Once referral is received, demographic information is verified. Patient will be contacted to schedule an assessment for a Determination or Treatment.",,,"Photo ID, insurance card (if applicable).",,
61,10724,,"General Psychiatry",,"An outpatient behavioral health clinic that provides psychiatric and psychotherapeutic services. Provides services to patients of varying ages that may have a wide range of behavioral health concerns, including (but not limited to) depression, anxiety, bipolar disorder, trauma, psychosis, and childhood disorders.",,,inactive,,"Self and doctor referrals accepted. Once referral is received, demographic information is verified. Patient will be contacted to schedule an assessment for a Determination or Treatment.",,,"Photo ID, insurance card (if applicable).",,
62,10724,,"Psychiatric Disorder Counseling",,"An outpatient behavioral health clinic that provides psychiatric and psychotherapeutic services. Provides services to patients of varying ages that may have a wide range of behavioral health concerns, including (but not limited to) depression, anxiety, bipolar disorder, trauma, psychosis, and childhood disorders.",,,inactive,,"Self and doctor referrals accepted. Once referral is received, demographic information is verified. Patient will be contacted to schedule an assessment for a Determination or Treatment.",,,"Photo ID, insurance card (if applicable).",,
63,10724,,"Geriatric Counseling",,"Geriatric Behavioral Services provides older adults with quality behavioral healthcare. Patients that utilize this program typically have Medicare Part B and a diagnosis such as Major Depressive Disorder and/or Generalized Anxiety Disorder. The staff utilizes a multidisciplinary treatment team including a Psychiatrist, a Therapist, and a Registered Nurse to develop an individualized plan of treatment for each patient. The goal is to provide a safe environment for patients to come and share feelings with others that are experiencing similar issues.",,,inactive,,"Self and doctor referrals accepted. Once referral is received, demographic information is verified. Patient will be contacted to schedule an assessment for a Determination or Treatment.",,,"Photo ID, insurance card.",,
64,10724,,"General Psychiatry * Older Adults",,"Geriatric Behavioral Services provides older adults with quality behavioral healthcare. Patients that utilize this program typically have Medicare Part B and a diagnosis such as Major Depressive Disorder and/or Generalized Anxiety Disorder. The staff utilizes a multidisciplinary treatment team including a Psychiatrist, a Therapist, and a Registered Nurse to develop an individualized plan of treatment for each patient. The goal is to provide a safe environment for patients to come and share feelings with others that are experiencing similar issues.",,,inactive,,"Self and doctor referrals accepted. Once referral is received, demographic information is verified. Patient will be contacted to schedule an assessment for a Determination or Treatment.",,,"Photo ID, insurance card.",,
65,10724,,"Information and Referral * Health Care",,"The social services coordinator at Gibson Area Hospital works with a variety of organizations and individuals to provide information to patients. The coordinator provides assistance with:
- Medicare Swing Bed Program.
- Nursing home placement.
- Home health referrals.
- Meals on wheels.
- Advanced directives and organ donation.
- County agency referrals.
- Providing information about financial resources.
- Lifeline installation.",,,inactive,,"By phone.",,,,,941516382466411
66,10805,,"Free School Supplies",,"2019 Stop The Violence Project Street Festivals -- everything is FREE:
- Fun & games.
- Prizes.
- Music and live entertainment.
- Popcorn, snow cones, cotton candy, funnel cakes.
- BBQ meal.
- 500 Backpacks & school supplies (starter Kit) for all ages (K-college).
- 500 Boxes of groceries (for registered attendees).",,,inactive,,,"Must be registered to participate and receive prizes and backpacks.",,,,
67,10810,,"Low Income/Subsidized Rental Housing",,"Operates low income, subsidized residential properties across Illinois. Many properties have waiting lists. If interested in housing at a particular location, call that site directly.",http://www.pacificmgt.net/,,inactive,,"By phone.",,,,,929094559121639
68,1083,,"Constitutional/Civil Rights Groups",,"The ACLU of Illinois (ACLU), and its affiliated Roger Baldwin Foundation (RBF), are non-partisan, non-profit organizations dedicated to protecting the liberties guaranteed by the U.S. Constitution, the state Constitution, and state/federal human rights laws. The ACLU accomplishes its goals through litigating, lobbying, and educating the public on a broad array of civil liberties issues. Advocacy is provided in many areas including but not limited to racial justice, religious liberty, freedom of expression, the rights of children and people with disabilities, criminal justice reform, fairness for lesbian, gay, bisexual, transgender individuals, and reproductive justice.",http://www.aclu-il.org,acluofillinois@aclu-il.org,inactive,,"Legal assistance request forms can be sent through the website, fax, or mail. The ACLU normally takes cases that affect a large number of people rather than those involving a dispute between individual parties. Call for more information.",,,,,
69,10864,,"General Counseling Services",,"Provides full range of outpatient mental health therapy for individuals, children, couples, and families. Strives to offer therapy services to as many people as possible, as quickly as possible with next day appointments and no wait lists. The agency has over 30 therapists with a wide range of skills and expertise in various modalities including play, EMDR, CBT, DBT, and more. Addresses all issues including addiction, anxiety, depression, severe mental illness, and relationships.",,,inactive,,"By phone.",,,,,
